"Chungcheongbuk-do","Male (Person)",809921,20767,30580,36916,37179,44124,54216,55207,47898,59495,58525,69720,71250,71671,60326,37082,25106,18248,9025,2165,372,49,809799,20687,30480,36828,37155,43885,53982,55395,47939,59352,58526,69553,71512,71548,60511,37181,25382,18212,9059,2189,374,49,809546,20638,30339,36853,37008,43665,53844,55516,47876,59121,58572,69339,71613,71494,60866,37351,25519,18185,9097,2226,373,51,787981,37908,38307,51790,59062,51740,54093,58016,62856,70200,66106,68613,50734,33957,29310,26284,17415,7301,3143,871,202,73,789286,37326,38012,48969,57991,53343,50985,58842,61068,69824,65032,70152,53779,36506,28492,28026,18590,7900,3213,961,193,82,792862,36964,37554,46240,56624,55222,49254,59091,58431,69230,67712,69178,58366,38019,29798,28129,19587,8678,3463,1024,205,93,796141,36444,36910,43687,55252,57384,48329,57112,57366,67748,69643,69009,61934,41032,31104,27477,20873,9742,3693,1101,197,104,798896,35585,37424,40094,53812,58854,48351,54925,57749,65444,69970,68605,65048,45745,32222,27410,21147,11112,3901,1190,194,114,803240,34700,37991,38049,51437,59054,49346,52681,58358,63263,70532,66953,69438,51254,33096,26962,21907,12507,4100,1251,236,125,805091,32715,37555,37724,48748,58095,51309,49648,59128,61525,70252,65942,71451,54769,35988,26728,23762,13497,4506,1326,289,134,808971,31279,37011,37426,45936,56875,54037,48400,59538,59078,69715,68581,70649,59376,37611,28112,24054,14350,5058,1442,302,141,810384,29489,36573,37010,43477,54967,56185,47670,57757,58008,68381,70455,70433,62995,40599,29438,23623,15491,5764,1582,336,151,811591,27140,35928,37676,40027,53074,57775,47838,55445,58666,66308,70900,70058,66257,45476,30570,23702,15881,6658,1683,368,161,810672,24730,34999,38127,37910,50402,57952,48968,52909,59033,63889,71276,68264,70576,50842,31283,23380,16564,7448,1756,325,39,810782,22819,33125,37773,37811,47648,57173,51518,50046,59988,62182,71179,67087,72581,54320,34054,23303,17889,8012,1900,323,51,810448,21393,31528,37242,37478,45282,55334,54112,48662,60190,59416,70422,69663,71826,58654,35557,24594,18080,8571,2045,359,40
"Chungcheongbuk-do","Female (Person)",781564,19595,29148,35312,34166,36648,42604,42730,42047,54948,54501,64844,68142,68685,59849,39792,30046,29456,19531,7629,1659,232,781383,19570,28898,35408,34086,36510,42550,42882,41977,54740,54419,64679,68316,68637,60075,39870,30287,29379,19572,7643,1653,232,781170,19546,28721,35356,34115,36300,42442,42943,41965,54513,54409,64420,68593,68409,60475,40084,30308,29361,19620,7688,1669,233,774922,35404,35427,47811,51334,44138,47551,53695,58960,66333,60053,64943,49761,34638,34349,34574,28250,16459,7647,2687,693,215,776342,35305,35327,44864,51228,44841,44218,54241,57868,65237,60027,66050,52383,36965,32442,36479,29297,17445,8136,3030,730,229,779870,35023,35044,42259,50920,45824,42253,54865,54681,64289,63430,65296,56229,38546,32676,36395,30293,18770,8765,3310,740,262,782792,34866,34595,39871,50080,47020,41280,52629,53649,62546,65789,64421,59818,41619,32976,35584,31469,20214,9820,3454,796,296,785056,34316,34994,36667,49055,48460,40791,50090,53494,61171,65548,63811,62806,46330,33897,34819,31210,21998,10680,3750,843,326,788385,33343,35511,34925,47384,48657,41077,47426,54125,59045,66797,61419,67024,51146,34740,33356,31892,23786,11495,3910,981,346,789341,31494,35442,34910,44444,48682,41577,44259,54647,58077,65742,61305,68338,54220,37304,31863,34004,24992,12317,4272,1109,343,790281,30141,35228,34674,41677,47934,42095,42287,55343,55015,64815,64768,67430,58181,38922,32173,34092,25863,13429,4651,1183,380,789623,28038,35185,34446,39424,46495,42558,41323,53330,54074,63134,67038,66503,61634,42068,32461,33380,27057,14544,5299,1249,383,789246,25637,34666,35248,36428,44873,43487,40404,50990,54290,61930,67033,65809,64802,46806,33442,32805,27003,16027,5821,1337,408,786755,23522,33724,35703,34671,42548,43513,40664,48066,54735,59670,68107,63227,68726,51553,34053,31352,27702,17479,6177,1334,229,784276,21571,31895,35563,34735,39844,43645,41041,44827,55368,58652,67025,63022,70001,54564,36531,29946,29573,18281,6587,1377,228,783021,20184,30228,35297,34429,37719,43341,42080,42907,55722,55374,65840,66525,69038,58464,38100,30182,29579,19019,7244,1533,216
"Chungcheongnam-do","Population (Person)",2134817,55116,84262,102232,99614,105166,117802,125210,126302,163761,157306,179366,174450,179204,150701,104029,78439,67266,44363,16390,3337,501,2135171,54896,83722,102418,99550,104890,117517,125392,126241,163388,157361,179245,174539,179695,150946,104266,79274,67120,44413,16461,3348,489,2135281,54727,83201,102462,99441,104544,117347,125578,126090,162848,157479,178857,174775,179827,151609,104815,79653,67085,44480,16589,3385,489,2101284,103537,100446,129789,137668,122349,134621,156560,164182,176424,159933,168397,128691,103608,89278,89475,73336,38133,17322,5594,1398,543,2028777,99303,97493,118763,131780,119869,122265,153366,155824,170422,152903,166081,129202,101666,81879,90394,72058,40050,17484,6102,1331,542,2047631,98875,98104,113458,130993,122775,117905,155839,150941,170752,160519,166162,138840,102273,85361,88685,74970,43213,19112,6809,1466,579,2062273,98147,97952,108420,128958,125703,116662,150892,149914,169773,164005,166642,146970,107428,89231,86275,77411,47376,21079,7148,1666,621,2077649,97179,100057,100964,128250,128585,115648,144176,152733,166754,166354,163567,155290,116878,95903,84428,76011,52160,22599,7721,1712,680,2096727,95052,102154,97587,124772,129557,116741,137091,157444,161823,173898,157684,166438,126378,99447,81949,76860,56611,24475,8123,1905,738,2116770,90932,102946,99211,119246,128816,119543,130413,161950,161164,175364,157805,172402,134032,103152,79727,82097,58819,27478,8716,2203,754,2126282,86639,102385,99582,113969,127436,121007,125200,163743,155920,175737,165277,172773,144099,103997,83461,80819,61600,29897,9524,2438,779,2123709,80582,101325,99289,108897,124097,121640,122292,156961,154283,174072,168492,173012,152093,109071,87440,79161,64045,32946,10648,2498,865,2121029,73073,99555,101176,101372,121014,122186,119694,148904,156834,170957,170699,169484,160893,118479,93901,77538,63284,36681,11709,2675,921,2119257,66394,96332,102846,97827,116853,121444,119176,140389,160243,165176,177805,162786,172007,127794,96915,75152,64308,39865,12831,2697,417,2123037,61311,91187,103087,99212,111377,119762,121178,132257,163508,163493,179049,162613,178108,135626,100457,73490,68620,41128,14312,2825,437,2130119,57113,86658,102213,99844,107155,118503,123652,127447,165628,158368,179697,170396,178911,146171,101359,77265,67555,43020,15566,3104,494
"Chungcheongnam-do","Male (Person)",1094922,28360,43047,52768,51642,57170,66906,69312,67785,87104,83702,96158,91885,92559,75496,49959,36281,25802,14152,4131,631,72,1095237,28235,42796,52843,51606,57025,66718,69476,67787,86918,83686,96141,91968,92812,75635,50159,36654,25747,14180,4146,637,68,1095246,28116,42535,52861,51510,56844,66532,69586,67762,86683,83657,95932,92064,92937,76003,50448,36878,25787,14212,4181,648,70,1063012,53382,52083,67481,72666,63864,72590,84000,86540,93890,85424,87116,64615,51164,41024,38221,29219,12915,5070,1354,282,112,1026812,51101,50481,62017,69236,63079,65480,82461,81947,91106,81254,86218,65455,50054,38574,38691,28856,13838,5111,1463,286,104,1037421,50878,50725,59043,68837,65010,63295,83365,80070,91230,85307,86748,70562,50396,40944,38104,30038,15171,5638,1624,321,115,1045892,50585,50648,56304,67609,67219,62755,80917,79380,90802,87191,87569,74910,52896,43513,37231,31015,16938,6219,1699,372,120,1054439,49975,51819,52339,67039,68828,62603,77299,81312,88723,88745,86421,79290,57939,46839,36879,30680,18760,6605,1839,360,145,1064765,48518,52880,50660,65028,69695,63325,73471,84060,85806,92612,83903,85324,62877,48507,36798,31047,20592,7165,1942,396,159,1076270,46442,53095,51400,62425,69401,65444,69941,86491,85200,93860,83577,88765,67304,50300,36832,33369,21500,8214,2101,444,165,1082009,44144,52761,51485,59456,69096,66613,67283,86971,82926,94116,87424,89448,72489,50787,39323,33027,22582,9115,2298,489,176,1081938,41179,52048,51370,56699,67269,67666,65973,83452,81862,93312,89204,90298,76675,53219,41890,32710,23545,10321,2541,507,198,1082634,37388,51040,52490,52700,65843,68365,65196,79402,83536,91173,90791,88885,81422,58153,45026,32581,23482,11573,2840,544,204,1083366,34043,49276,53308,50857,63412,68362,65184,74803,85588,87797,94594,86205,87563,63020,46516,32555,23909,12665,3117,527,65,1086632,31402,46690,53244,51500,60813,67580,66643,70478,87288,86600,95824,85677,91234,67547,48269,32837,25732,13156,3491,574,53,1091570,29326,44387,52748,51745,58166,67340,68152,68247,88036,84344,96249,89695,92115,73040,48756,35312,25639,13727,3894,584,68
"Chungcheongnam-do","Female (Person)",1039895,26756,41215,49464,47972,47996,50896,55898,58517,76657,73604,83208,82565,86645,75205,54070,42158,41464,30211,12259,2706,429,1039934,26661,40926,49575,47944,47865,50799,55916,58454,76470,73675,83104,82571,86883,75311,54107,42620,41373,30233,12315,2711,421,1040035,26611,40666,49601,47931,47700,50815,55992,58328,76165,73822,82925,82711,86890,75606,54367,42775,41298,30268,12408,2737,419,1038272,50155,48363,62308,65002,58485,62031,72560,77642,82534,74509,81281,64076,52444,48254,51254,44117,25218,12252,4240,1116,431,1001965,48202,47012,56746,62544,56790,56785,70905,73877,79316,71649,79863,63747,51612,43305,51703,43202,26212,12373,4639,1045,438,1010210,47997,47379,54415,62156,57765,54610,72474,70871,79522,75212,79414,68278,51877,44417,50581,44932,28042,13474,5185,1145,464,1016381,47562,47304,52116,61349,58484,53907,69975,70534,78971,76814,79073,72060,54532,45718,49044,46396,30438,14860,5449,1294,501,1023210,47204,48238,48625,61211,59757,53045,66877,71421,78031,77609,77146,76000,58939,49064,47549,45331,33400,15994,5882,1352,535,1031962,46534,49274,46927,59744,59862,53416,63620,73384,76017,81286,73781,81114,63501,50940,45151,45813,36019,17310,6181,1509,579,1040500,44490,49851,47811,56821,59415,54099,60472,75459,75964,81504,74228,83637,66728,52852,42895,48728,37319,19264,6615,1759,589,1044273,42495,49624,48097,54513,58340,54394,57917,76772,72994,81621,77853,83325,71610,53210,44138,47792,39018,20782,7226,1949,603,1041771,39403,49277,47919,52198,56828,53974,56319,73509,72421,80760,79288,82714,75418,55852,45550,46451,40500,22625,8107,1991,667,1038395,35685,48515,48686,48672,55171,53821,54498,69502,73298,79784,79908,80599,79471,60326,48875,44957,39802,25108,8869,2131,717,1035891,32351,47056,49538,46970,53441,53082,53992,65586,74655,77379,83211,76581,84444,64774,50399,42597,40399,27200,9714,2170,352,1036405,29909,44497,49843,47712,50564,52182,54535,61779,76220,76893,83225,76936,86874,68079,52188,40653,42888,27972,10821,2251,384,1038549,27787,42271,49465,48099,48989,51163,55500,59200,77592,74024,83448,80701,86796,73131,52603,41953,41916,29293,11672,2520,426
"Jeollabuk-do","Population (Person)",1745885,37685,60905,79779,82422,91049,94439,88533,83820,115558,123728,152665,150701,154170,132595,97881,77205,64720,39839,14557,3156,478,1744661,37551,60457,79702,82290,90569,94169,88721,83681,115124,123437,152365,150843,154206,132855,97682,78186,64549,39955,14657,3185,477,1743183,37353,60037,79657,82196,89940,93938,88843,83543,114462,123235,152141,150961,153841,133473,97906,78644,64517,40001,14825,3194,476,1874031,81339,86702,120399,133790,114210,112068,123039,138367,153823,144311,153087,118824,102153,86811,82446,64173,36130,15397,5244,1237,481,1873341,80571,85602,113823,132153,116194,104246,122650,134017,154629,143360,155349,125248,101913,84112,89843,66807,38154,16840,5992,1316,522,1872965,79504,84055,107285,130806,118776,98854,121636,127319,152961,148258,155784,132941,102022,87492,88225,69316,40745,18176,6821,1407,582,1871560,78525,82782,101214,127245,121652,95890,116047,123241,152371,150765,153614,139428,106160,91901,85317,71862,44223,20205,6969,1546,603,1869711,76412,83412,93142,124671,124468,94230,109611,122906,147620,151915,148692,146891,112217,98716,83782,71225,48181,22256,7039,1686,639,1864791,73102,84270,87768,119853,124667,94669,102681,122970,140393,155191,145516,153759,118749,99944,82388,73568,51298,24021,7470,1817,697,1854607,67854,82963,86376,113580,123592,96350,94635,121322,135581,155717,144160,156060,125135,99781,80349,80641,53751,25614,8332,2108,706,1836832,63016,80974,84437,106361,120700,96854,88672,119202,127901,153250,148505,156093,132457,99878,83523,79342,55907,27578,9108,2326,748,1818917,57543,79540,82601,99871,115785,98080,85188,112791,122542,151903,150416,153219,138762,104088,87806,77071,58305,30110,10203,2289,804,1804104,51498,77194,83137,91826,112279,99185,83029,105983,121619,146658,151542,147980,145971,109858,94488,75852,58370,33134,11298,2347,856,1786855,46252,73421,83690,86438,107426,99153,83512,98669,120748,138927,154042,144612,152346,116047,95579,74758,60589,35402,12442,2397,405,1769607,42208,68192,82457,85084,100726,97558,85453,91052,119284,134291,154420,143503,154760,122379,95368,73260,66627,36967,12935,2621,462,1754757,38949,63533,80691,83613,94548,96265,87183,85816,117858,127256,152571,148247,155099,129798,95537,76268,65548,38583,14010,2910,474
"Jeollabuk-do","Male (Person)",869197,19094,31233,41027,42921,49251,51350,47080,42862,59019,63447,79523,78105,77882,65456,46315,34347,24009,12285,3371,563,57,868718,19024,30971,41013,42850,49051,51184,47172,42826,58820,63287,79371,78136,78015,65593,46322,34711,23980,12372,3389,572,59,867993,18931,30783,40982,42815,48696,51084,47258,42780,58412,63194,79251,78151,77889,65938,46420,34977,23993,12398,3411,572,58,934002,41950,45016,62239,70059,61036,59883,64044,71807,80286,75378,77458,59417,49971,39293,34601,24213,11648,4320,1101,204,78,933386,41602,44232,58983,69183,62197,55472,64057,69096,81128,74771,78728,63123,49827,39156,37743,25422,12342,4725,1305,197,97,932894,40950,43564,55478,68271,63854,52476,63518,65846,79993,77311,79323,66956,50009,41406,37031,26678,13302,5129,1471,222,106,931536,40436,42866,52300,66291,65333,50788,60560,63650,79499,78634,78764,70210,52321,43736,36077,27812,14625,5708,1572,238,116,930255,39303,43033,48270,64774,66649,50273,57015,63410,76831,79448,76692,73841,55463,47235,35884,27762,16224,6160,1593,273,122,927505,37673,43355,45595,62149,66827,50509,53252,63359,72746,80985,75777,77248,58797,47933,36068,29015,17516,6542,1700,318,141,922307,34862,42756,44659,59075,66309,51491,48895,62615,69711,81657,74951,78541,62351,47873,36386,32016,18621,7073,1929,396,140,913297,32315,41629,43723,55194,64797,51984,45745,61292,65824,80110,77222,79024,66119,48117,38457,31625,19639,7815,2095,420,151,904110,29391,40909,42764,51768,62348,52790,44067,57832,62898,79110,78254,78020,69401,50478,40717,31043,20702,8640,2373,442,163,896874,26306,39696,42897,47706,60484,53725,43329,54136,62300,76030,78938,75950,72891,53421,44102,31053,20914,9786,2584,449,177,888994,23638,37834,43057,45004,57847,53924,43809,50351,61705,71760,80079,75030,76128,56721,44810,31334,21995,10660,2831,423,54,880592,21387,35098,42455,44094,54613,53032,45038,46480,61028,68861,80705,74252,77504,60367,44742,31942,24372,11159,2946,453,64,873419,19714,32638,41464,43496,51090,52378,46193,43863,60205,65408,79521,76747,78104,64039,45039,33812,24058,11875,3215,499,61
"Jeollabuk-do","Female (Person)",876688,18591,29672,38752,39501,41798,43089,41453,40958,56539,60281,73142,72596,76288,67139,51566,42858,40711,27554,11186,2593,421,875943,18527,29486,38689,39440,41518,42985,41549,40855,56304,60150,72994,72707,76191,67262,51360,43475,40569,27583,11268,2613,418,875190,18422,29254,38675,39381,41244,42854,41585,40763,56050,60041,72890,72810,75952,67535,51486,43667,40524,27603,11414,2622,418,940029,39389,41686,58160,63731,53174,52185,58995,66560,73537,68933,75629,59407,52182,47518,47845,39960,24482,11077,4143,1033,403,939955,38969,41370,54840,62970,53997,48774,58593,64921,73501,68589,76621,62125,52086,44956,52100,41385,25812,12115,4687,1119,425,940071,38554,40491,51807,62535,54922,46378,58118,61473,72968,70947,76461,65985,52013,46086,51194,42638,27443,13047,5350,1185,476,940024,38089,39916,48914,60954,56319,45102,55487,59591,72872,72131,74850,69218,53839,48165,49240,44050,29598,14497,5397,1308,487,939456,37109,40379,44872,59897,57819,43957,52596,59496,70789,72467,72000,73050,56754,51481,47898,43463,31957,16096,5446,1413,517,937286,35429,40915,42173,57704,57840,44160,49429,59611,67647,74206,69739,76511,59952,52011,46320,44553,33782,17479,5770,1499,556,932300,32992,40207,41717,54505,57283,44859,45740,58707,65870,74060,69209,77519,62784,51908,43963,48625,35130,18541,6403,1712,566,923535,30701,39345,40714,51167,55903,44870,42927,57910,62077,73140,71283,77069,66338,51761,45066,47717,36268,19763,7013,1906,597,914807,28152,38631,39837,48103,53437,45290,41121,54959,59644,72793,72162,75199,69361,53610,47089,46028,37603,21470,7830,1847,641,907230,25192,37498,40240,44120,51795,45460,39700,51847,59319,70628,72604,72030,73080,56437,50386,44799,37456,23348,8714,1898,679,897861,22614,35587,40633,41434,49579,45229,39703,48318,59043,67167,73963,69582,76218,59326,50769,43424,38594,24742,9611,1974,351,889015,20821,33094,40002,40990,46113,44526,40415,44572,58256,65430,73715,69251,77256,62012,50626,41318,42255,25808,9989,2168,398,881338,19235,30895,39227,40117,43458,43887,40990,41953,57653,61848,73050,71500,76995,65759,50498,42456,41490,26708,10795,2411,413
"Jeollanam-do","Population (Person)",1794967,42166,61975,79045,77945,83340,89620,85607,83055,116066,120435,151367,159581,166585,142104,104478,87356,76989,46426,16880,3374,573,1793747,42022,61602,78996,77881,82832,89392,85953,82903,115607,120232,150886,159666,166385,142744,104247,88132,76898,46525,16890,3384,570,1792390,41891,61322,78903,77700,82261,89130,86162,82770,115007,120195,150585,159594,166219,143505,104571,88170,76867,46589,16971,3411,567,1914339,80755,82433,117609,129875,106588,104537,116516,129336,150467,149114,158416,121134,111210,101829,106451,75558,44317,19669,6374,1572,579,1909618,80536,80964,109966,128743,109135,96837,116592,124720,149434,148814,160066,126462,110825,97445,112811,79427,47209,20017,7368,1630,617,1907172,79649,79440,103112,127390,111816,91395,116369,118795,146646,150930,161315,136478,109272,99539,109376,84026,49887,20847,8579,1640,671,1905780,78849,78375,96259,124670,115129,89020,111258,116819,144155,152200,158884,145208,111146,103500,104788,87804,52609,23846,8765,1795,701,1908996,78080,80062,87829,122128,118818,87733,106660,118160,138998,152732,154778,154126,117055,107180,100599,90223,55564,26626,8906,1986,753,1903914,75316,81420,82763,117131,118380,88043,100521,118971,132372,153868,152650,161838,121725,109451,96220,93770,58952,28418,9211,2135,759,1896424,70197,81032,81907,109738,117387,90025,92908,119327,128133,153158,152436,164096,127629,109580,92741,100108,62531,30619,9612,2521,739,1882970,65546,79700,80393,103106,115415,91402,86356,118572,121711,149750,154877,165027,137983,108152,95217,97229,66506,32331,9931,2991,775,1868745,61275,78154,78999,96263,111445,93465,83092,112332,119201,146835,155603,162445,147088,110253,98870,93560,69901,34684,11541,2944,795,1851549,56034,76168,80129,87179,106593,94116,80211,105853,118922,140827,155718,157961,155958,116419,102724,90182,72425,37193,13057,3010,870,1832803,50563,73149,81264,81884,100470,93265,79963,98465,118947,133307,156395,156068,163865,121006,104632,86390,75612,39878,14204,3012,464,1817697,46616,68273,80876,80690,93288,92682,81657,90605,118676,128856,155357,155991,166649,127189,104994,83766,80836,41970,15147,3037,542,1804217,43693,64033,79600,79333,86939,91213,84309,85193,118427,122386,151901,158381,167935,137522,103680,86242,78836,44854,15935,3213,592
"Jeollanam-do","Male (Person)",905462,21380,31814,40422,40279,46762,50198,45967,43326,61187,64040,81656,86148,86740,71967,50254,38544,27604,13026,3499,573,76,904835,21313,31611,40436,40207,46448,50039,46183,43235,60965,63925,81374,86205,86598,72316,50160,39000,27583,13080,3499,582,76,904171,21254,31429,40379,40134,46153,49845,46311,43144,60616,63903,81175,86183,86606,72750,50313,39064,27624,13105,3512,594,77,956747,41502,42763,61184,68467,57846,56639,61556,69362,81564,80780,82141,61419,55004,45547,43453,27338,13494,5157,1241,218,72,954354,41226,41827,57422,67719,59215,52139,61942,66415,81103,80846,83373,64609,55046,44588,46488,28962,14418,5256,1454,241,65,952597,40648,40996,53831,66863,60550,49129,61522,63347,79376,82062,84323,70298,54259,46427,45392,30824,15205,5594,1639,238,74,951975,40200,40313,50282,65281,62652,47756,58910,61780,78024,83037,83682,74712,55303,49105,43781,32592,16183,6287,1738,279,78,953881,39648,41287,45725,63806,64605,47142,56290,62415,75032,83241,82268,79418,58485,51574,42580,33784,17596,6767,1826,304,88,951889,38409,41861,42924,61192,64507,47355,52819,62615,71238,83509,82424,83280,61009,53151,41495,35701,18897,7217,1857,332,97,948290,35944,41476,42336,57466,63863,48481,48576,63056,68361,83115,82436,84816,64502,53459,41111,38713,20252,7901,1941,389,96,943000,33528,40674,41594,53981,63232,49618,45237,62376,64984,80967,83873,85684,70311,52844,43265,38004,21834,8371,2088,427,108,937674,31366,39819,40630,50380,61653,51757,43508,59266,63133,79431,84448,85007,74983,54027,45766,36978,23376,9098,2471,460,117,930615,28653,38703,41309,45499,59363,52717,42269,55660,63011,75935,84480,83610,79664,57527,48265,36114,24536,9999,2683,496,122,922221,25841,37257,41788,42628,56085,52323,42365,51559,62701,71686,84545,83824,83910,60171,49697,35452,26065,10852,2925,497,50,915272,23735,35008,41415,41849,52132,52003,43436,47092,62844,68797,83961,83848,86000,63873,50272,35531,28319,11456,3166,480,55,909548,22170,32837,40724,41083,48690,51068,45111,44360,62384,65440,81833,85337,87177,69663,49735,37643,27986,12437,3273,528,69
"Jeollanam-do","Female (Person)",889505,20786,30161,38623,37666,36578,39422,39640,39729,54879,56395,69711,73433,79845,70137,54224,48812,49385,33400,13381,2801,497,888912,20709,29991,38560,37674,36384,39353,39770,39668,54642,56307,69512,73461,79787,70428,54087,49132,49315,33445,13391,2802,494,888219,20637,29893,38524,37566,36108,39285,39851,39626,54391,56292,69410,73411,79613,70755,54258,49106,49243,33484,13459,2817,490,957592,39253,39670,56425,61408,48742,47898,54960,59974,68903,68334,76275,59715,56206,56282,62998,48220,30823,14512,5133,1354,507,955264,39310,39137,52544,61024,49920,44698,54650,58305,68331,67968,76693,61853,55779,52857,66323,50465,32791,14761,5914,1389,552,954575,39001,38444,49281,60527,51266,42266,54847,55448,67270,68868,76992,66180,55013,53112,63984,53202,34682,15253,6940,1402,597,953805,38649,38062,45977,59389,52477,41264,52348,55039,66131,69163,75202,70496,55843,54395,61007,55212,36426,17559,7027,1516,623,955115,38432,38775,42104,58322,54213,40591,50370,55745,63966,69491,72510,74708,58570,55606,58019,56439,37968,19859,7080,1682,665,952025,36907,39559,39839,55939,53873,40688,47702,56356,61134,70359,70226,78558,60716,56300,54725,58069,40055,21201,7354,1803,662,948134,34253,39556,39571,52272,53524,41544,44332,56271,59772,70043,70000,79280,63127,56121,51630,61395,42279,22718,7671,2132,643,939970,32018,39026,38799,49125,52183,41784,41119,56196,56727,68783,71004,79343,67672,55308,51952,59225,44672,23960,7843,2564,667,931071,29909,38335,38369,45883,49792,41708,39584,53066,56068,67404,71155,77438,72105,56226,53104,56582,46525,25586,9070,2484,678,920934,27381,37465,38820,41680,47230,41399,37942,50193,55911,64892,71238,74351,76294,58892,54459,54068,47889,27194,10374,2514,748,910582,24722,35892,39476,39256,44385,40942,37598,46906,56246,61621,71850,72244,79955,60835,54935,50938,49547,29026,11279,2515,414,902425,22881,33265,39461,38841,41156,40679,38221,43513,55832,60059,71396,72143,80649,63316,54722,48235,52517,30514,11981,2557,487,894669,21523,31196,38876,38250,38249,40145,39198,40833,56043,56946,70068,73044,80758,67859,53945,48599,50850,32417,12662,2685,523
"Gyeongsangbuk-do","Population (Person)",2544174,56829,88850,108591,108048,116300,125477,129069,128399,174290,175573,217496,227098,243924,209877,151779,106508,94920,56614,19826,4129,577,2542072,56492,88284,108459,107851,115730,125162,129100,128131,173578,175410,216672,227580,243785,210269,152056,107402,94740,56811,19858,4133,569,2540046,56285,87623,108439,107763,115049,124754,129211,127861,172637,175357,216115,227636,243322,211369,152517,107997,94460,56964,19941,4176,570,2699195,114990,113039,154433,174306,162897,165177,185542,198435,222284,215966,232832,188572,146336,122534,124112,93583,50923,23235,7800,1681,518,2698353,114550,112349,144291,171791,164304,154787,186221,191284,221540,212501,237300,195873,154043,118081,131993,97170,54500,24828,8514,1854,579,2699440,113765,110547,136387,168152,166385,147917,185860,181859,216774,218351,238215,204451,158360,121487,132824,101650,57887,26706,9288,1947,628,2700794,113536,109143,127631,163538,167801,145000,177323,178876,212377,221615,233377,218334,164891,127526,128403,106769,63403,28792,9661,2106,692,2702826,112990,110404,116851,160476,169489,141894,168433,179124,206070,222443,228788,227993,178237,136584,122051,107712,69146,30749,10399,2259,734,2700398,110059,112213,110753,153905,167180,141123,157308,182285,197370,224577,221457,238550,191201,145050,116069,109699,74283,33119,10913,2473,811,2691706,103076,112375,110178,144218,163898,141492,145937,183150,190517,223737,217850,243636,198961,153190,112395,117719,77582,36206,11978,2798,813,2676831,96504,111105,108876,136223,159293,140832,137366,182176,180800,218773,223559,244091,207884,157402,116068,118968,81441,38640,12891,3081,858,2665836,89397,110787,107949,127799,153606,140944,133168,173639,177470,214063,226491,238777,222331,164125,122471,115492,86363,42814,14117,3106,927,2639422,80061,109500,109104,116820,145890,138273,128595,162522,176794,206714,226118,233544,231772,177478,131227,110184,87876,47171,15445,3341,993,2626609,72134,106381,110844,111120,139367,136654,128064,151411,179407,197773,228104,226323,242715,190332,139126,105025,89949,51014,16860,3453,553,2600492,65849,99270,110592,109987,128660,132660,128460,139908,179573,190404,226378,222891,247585,198484,146951,101915,96135,52810,17898,3555,527,2554324,59519,92407,108925,108386,120289,127966,128262,130892,178092,179274,219007,225700,245119,204308,149037,103909,95612,54388,18784,3883,565
"Gyeongsangbuk-do","Male (Person)",1286551,29136,45766,56287,57088,66559,72261,71851,68686,90787,91328,113342,117089,124353,104843,72278,48248,34751,16698,4465,676,59,1285674,28975,45490,56210,56932,66224,72131,71879,68631,90403,91313,112941,117348,124317,105037,72449,48720,34701,16751,4485,677,60,1284828,28866,45116,56237,56898,65732,72007,71963,68588,89904,91320,112598,117384,124229,105530,72695,49063,34632,16822,4503,679,62,1355727,59550,59406,81571,94579,90768,89105,97370,103218,116161,112974,118538,93558,72382,55201,51673,35179,15860,6434,1783,304,113,1355294,59348,58777,76363,92533,91694,84023,98036,98924,116719,110646,121119,98162,75833,54351,55557,36739,17276,6830,1891,356,117,1355951,58902,57720,72121,90141,92549,81245,97521,94907,114006,113599,121814,103124,77681,57471,56111,38659,18663,7180,2056,366,115,1356182,58762,56858,67485,87327,93162,80338,93166,93198,111512,115347,120232,109743,80976,61727,54356,41016,20674,7618,2158,392,135,1357306,58370,57370,61511,85409,93907,79063,88692,93862,107764,116402,118143,115157,87224,66615,52270,41626,23002,8034,2310,427,148,1356868,56856,58275,58284,81782,92745,78786,83161,95436,102830,117042,115613,120773,94214,70772,50718,42799,25049,8685,2422,455,171,1353164,53189,58368,57724,76770,91043,79489,77666,95899,98698,117474,113052,123549,99261,74481,50499,46526,26376,9779,2641,499,181,1346689,49752,57606,56989,72418,88670,79566,73927,94941,94349,114607,115837,124077,104460,76348,53758,47301,27928,10651,2771,552,181,1342037,45915,57308,56298,67951,85787,79833,72520,90580,92555,112032,117427,122451,111331,79869,58054,46346,30003,12013,3008,559,197,1329211,41099,56630,56781,61889,82032,78798,70453,84830,92493,107713,117637,120105,116764,86177,62666,44810,30755,13536,3237,594,212,1323661,37050,54871,57543,58920,78245,78172,70331,79324,93626,102758,118203,117581,122782,93175,66410,43737,31935,14756,3624,557,61,1311881,33842,51076,57507,58126,72613,76088,70837,73635,93843,98398,118199,115137,125483,98616,70035,43860,34647,15391,3907,583,58,1290298,30559,47533,56562,57113,68500,73633,71128,69578,92659,93365,114133,116340,124507,102082,70824,46265,34751,15935,4131,646,54
